uri,is_viral,repost_5m,repost_15m,repost_30m,repost_60m,repost_15_to_30m,repost_acceleration,repost_velocity_ratio,repost_burst_ratio,repost_growth_30_to_60m,like_5m,like_15m,like_30m,like_60m,like_15_to_30m,like_acceleration,like_velocity_ratio,like_burst_ratio,like_growth_30_to_60m,reply_5m,reply_15m,reply_30m,reply_60m,reply_15_to_30m,reply_acceleration,reply_velocity_ratio,reply_burst_ratio,reply_growth_30_to_60m,quote_5m,quote_15m,quote_30m,quote_60m,quote_15_to_30m,quote_acceleration,quote_velocity_ratio,quote_burst_ratio,quote_growth_30_to_60m,ttf_repost_sec,ttf_like_sec,ttf_reply_sec,ttf_quote_sec,text_len,has_embed,author_followers,author_followers_log,author_is_whale,total_engagement_30m,like_repost_ratio_30m,reply_repost_ratio_30m,quote_repost_ratio_30m
at://did:plc:2gvjyduzqzllqqx2ifysz2lu/app.bsky.feed.post/3mjcpyyaiec2e,1,4,11,21,21,10,-1,0.8333333333333334,0.18181818181818182,0.9545454545454546,11,36,74,74,38,2,1.027027027027027,0.14666666666666667,0.9866666666666667,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,6.536748,4.689838,1613.894266,1232.391535,63,1,0,0.0,0,99,3.3636363636363638,0.09090909090909091,0.09090909090909091
at://did:plc:2hhuugb5gch2cgai3nisa76s/app.bsky.feed.post/3mjd5nn2khs2z,1,1,13,77,77,64,51,4.571428571428571,0.01282051282051282,0.9871794871794872,13,47,293,293,246,199,5.125,0.04421768707482993,0.9965986394557823,0,0,1,1,1,1,1.0,0.0,0.5,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,74.728687,15.863528,913.755779,1186.628949,31,0,0,0.0,0,373,3.7564102564102564,0.01282051282051282,0.02564102564102564
at://did:plc:2hltimymy65zl5ba7ifsq3qr/app.bsky.feed.post/3mjd3mejuxk26,1,82,232,389,389,157,-75,0.6738197424892703,0.21025641025641026,0.9974358974358974,522,1440,2505,2505,1065,-375,0.7390700902151284,0.2083000798084597,0.9996009577015164,48,124,194,194,70,-54,0.56,0.24615384615384617,0.9948717948717949,2,25,42,42,17,-8,0.6538461538461539,0.046511627906976744,0.9767441860465116,18.754565,9.008491,23.445229,245.541689,36,0,0,0.0,0,3130,6.423076923076923,0.49743589743589745,0.1076923076923077
at://did:plc:2hltimymy65zl5ba7ifsq3qr/app.bsky.feed.post/3mjdp2w773s2a,1,32,68,109,109,41,-27,0.5942028985507246,0.2909090909090909,0.990909090909091,242,521,822,822,301,-220,0.5766283524904214,0.29404617253948967,0.9987849331713244,22,39,88,88,49,10,1.225,0.24719101123595505,0.9887640449438202,0,4,9,9,5,1,1.0,0.0,0.9,21.425314,8.7025,12.122474,727.457279,76,1,0,0.0,0,1028,7.472727272727273,0.8,0.08181818181818182
at://did:plc:2hltimymy65zl5ba7ifsq3qr/app.bsky.feed.post/3mjdu3zeqkk2a,1,47,122,225,225,103,-19,0.8373983739837398,0.2079646017699115,0.995575221238938,255,654,1133,1133,479,-175,0.7312977099236642,0.22486772486772486,0.9991181657848325,58,154,297,297,143,-11,0.9225806451612903,0.19463087248322147,0.9966442953020134,3,21,44,44,23,2,1.0454545454545454,0.06666666666666667,0.9777777777777777,11.604992,14.098317,45.410615,53.091244,38,1,0,0.0,0,1699,5.013274336283186,1.3141592920353982,0.19469026548672566
at://did:plc:2hltimymy65zl5ba7ifsq3qr/app.bsky.feed.post/3mjdyhb3rrs2e,1,53,121,230,230,109,-12,0.8934426229508197,0.22943722943722944,0.9956709956709957,210,519,871,871,352,-167,0.676923076923077,0.2408256880733945,0.9988532110091743,14,45,74,74,29,-16,0.6304347826086957,0.18666666666666668,0.9866666666666667,4,11,16,16,5,-6,0.4166666666666667,0.23529411764705882,0.9411764705882353,20.891551,13.479942,58.008638,76.303626,55,1,0,0.0,0,1191,3.7705627705627704,0.3203463203463203,0.06926406926406926
at://did:plc:2iv3f7svsfxfr5r53bgymkjk/app.bsky.feed.post/3mjbunoylmc2l,1,6,22,56,56,34,12,1.4782608695652173,0.10526315789473684,0.9824561403508771,24,66,147,147,81,15,1.208955223880597,0.16216216216216217,0.9932432432432432,0,3,5,5,2,-1,0.5,0.0,0.8333333333333334,2,4,7,7,3,-1,0.6,0.25,0.875,41.488991,13.088611,792.094895,138.885667,294,1,0,0.0,0,215,2.5789473684210527,0.08771929824561403,0.12280701754385964
at://did:plc:2iv3f7svsfxfr5r53bgymkjk/app.bsky.feed.post/3mjd4z36qbc2e,1,9,35,106,106,71,36,1.9722222222222223,0.08411214953271028,0.9906542056074766,31,135,442,442,307,172,2.2573529411764706,0.06997742663656885,0.9977426636568849,0,2,12,12,10,8,3.3333333333333335,0.0,0.9230769230769231,1,3,10,10,7,4,1.75,0.09090909090909091,0.9090909090909091,46.817496,15.101293,831.147287,203.040193,211,1,0,0.0,0,570,4.130841121495327,0.11214953271028037,0.09345794392523364
at://did:plc:2izqxwlmw5rlkgfmiron4rpa/app.bsky.feed.post/3mjdglfqioc2p,1,6,18,31,31,13,-5,0.6842105263157895,0.1875,0.96875,117,238,395,395,157,-81,0.6569037656903766,0.29545454545454547,0.9974747474747475,5,9,15,15,6,-3,0.6,0.3125,0.9375,1,1,2,2,1,0,0.5,0.3333333333333333,0.6666666666666666,44.003468,6.875936,34.323605,201.245844,23,1,0,0.0,0,443,12.34375,0.46875,0.0625
at://did:plc:2jas2nlgpaygmujrjamoftj7/app.bsky.feed.post/3mjbkvz5qoc23,1,21,40,63,63,23,-17,0.5609756097560976,0.328125,0.984375,104,214,326,326,112,-102,0.5209302325581395,0.3180428134556575,0.9969418960244648,2,3,6,6,3,0,0.75,0.2857142857142857,0.8571428571428571,1,2,3,3,1,-1,0.3333333333333333,0.25,0.75,27.973846,9.142934,61.726579,83.654653,30,1,0,0.0,0,398,5.09375,0.09375,0.046875
at://did:plc:2liqgt6daxlznjhmtkats4ux/app.bsky.feed.post/3mjcrw62nzk26,1,3,5,7,7,2,-3,0.3333333333333333,0.375,0.875,8,23,29,29,6,-17,0.25,0.26666666666666666,0.9666666666666667,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,21.193101,8.486544,54.285164,9999.0,193,0,0,0.0,0,38,3.625,0.25,0.0
at://did:plc:2lofqead276vtc5647ye7sl2/app.bsky.feed.post/3mjcaiwj55c2b,1,19,38,57,57,19,-19,0.48717948717948717,0.3275862068965517,0.9827586206896551,22,55,85,85,30,-25,0.5357142857142857,0.2558139534883721,0.9883720930232558,0,1,6,6,5,4,2.5,0.0,0.8571428571428571,2,7,7,7,0,-7,0.0,0.25,0.875,68.19518,21.498212,681.017651,148.408279,229,1,0,0.0,0,155,1.4655172413793103,0.10344827586206896,0.1206896551724138
at://did:plc:2lofqead276vtc5647ye7sl2/app.bsky.feed.post/3mjccphbxmk2y,1,20,47,69,69,22,-25,0.4583333333333333,0.2857142857142857,0.9857142857142858,33,79,115,115,36,-43,0.45,0.28448275862068967,0.9913793103448276,2,7,10,10,3,-4,0.375,0.18181818181818182,0.9090909090909091,1,5,6,6,1,-4,0.16666666666666666,0.14285714285714285,0.8571428571428571,19.220483,17.606152,226.412176,175.983217,219,1,0,0.0,0,200,1.6428571428571428,0.14285714285714285,0.08571428571428572
at://did:plc:2lofqead276vtc5647ye7sl2/app.bsky.feed.post/3mjcqcee4rc2v,1,22,34,44,44,10,-24,0.2857142857142857,0.4888888888888889,0.9777777777777777,27,55,76,76,21,-34,0.375,0.35064935064935066,0.987012987012987,0,1,1,1,0,-1,0.0,0.0,0.5,2,3,4,4,1,-2,0.25,0.4,0.8,22.455655,51.123422,306.774475,73.67774,173,1,0,0.0,0,125,1.6888888888888889,0.022222222222222223,0.08888888888888889
at://did:plc:2lr7fhrfia6txffmjvmqo7jg/app.bsky.feed.post/3mjd7tbk4722t,1,5,18,24,24,6,-12,0.3157894736842105,0.2,0.96,43,100,146,146,46,-54,0.45544554455445546,0.2925170068027211,0.9931972789115646,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,98.352025,13.39043,47.672948,9999.0,68,1,0,0.0,0,171,5.84,0.04,0.0
at://did:plc:2lteohifu2cpdp7ct5p6hsst/app.bsky.feed.post/3mjctmdqba22l,1,10,14,21,21,7,-7,0.4666666666666667,0.45454545454545453,0.9545454545454546,47,106,169,169,63,-43,0.5887850467289719,0.27647058823529413,0.9941176470588236,6,18,27,27,9,-9,0.47368421052631576,0.21428571428571427,0.9642857142857143,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,15.572369,9.748453,90.323213,1063.458563,107,1,0,0.0,0,219,7.681818181818182,1.2272727272727273,0.09090909090909091
at://did:plc:2mknbvj4ecbfyqhmm23nzvvc/app.bsky.feed.post/3mjby3xtiss2b,1,8,16,26,26,10,-6,0.5882352941176471,0.2962962962962963,0.9629629629629629,18,34,53,53,19,-15,0.5428571428571428,0.3333333333333333,0.9814814814814815,1,1,2,2,1,0,0.5,0.3333333333333333,0.6666666666666666,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,50.415305,46.327282,243.921383,680.021819,0,1,0,0.0,0,83,1.962962962962963,0.07407407407407407,0.07407407407407407
at://did:plc:2mknbvj4ecbfyqhmm23nzvvc/app.bsky.feed.post/3mjbyenheyk2b,1,4,7,13,13,6,-1,0.75,0.2857142857142857,0.9285714285714286,8,24,37,37,13,-11,0.52,0.21052631578947367,0.9736842105263158,0,0,1,1,1,1,1.0,0.0,0.5,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,75.90611,43.185909,1503.802754,1420.789233,0,1,0,0.0,0,53,2.642857142857143,0.07142857142857142,0.14285714285714285
at://did:plc:2ncysnx7zstuy4bb4jj2ck2t/app.bsky.feed.post/3mjc3lowaj32w,1,0,0,19,19,19,19,19.0,0.0,0.95,1,2,51,51,49,47,16.333333333333332,0.019230769230769232,0.9807692307692307,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,1102.074319,196.591196,874.776752,1313.281951,277,1,0,0.0,0,74,2.55,0.1,0.1
at://did:plc:2paavgbqf5a5jrmv7ph2m3qq/app.bsky.feed.post/3mjcw6txrss2d,1,1,7,21,21,14,7,1.75,0.045454545454545456,0.9545454545454546,17,60,125,125,65,5,1.0655737704918034,0.1349206349206349,0.9920634920634921,0,12,32,32,20,8,1.5384615384615385,0.0,0.9696969696969697,0,0,0,0,0,0,0.0,0.0,0.0,74.445066,15.639083,460.29313,9999.0,294,1,0,0.0,0,178,5.681818181818182,1.4545454545454546,0.0
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3mjd3yp7cks2m,1,44,92,107,107,15,-77,0.16129032258064516,0.4074074074074074,0.9907407407407407,225,494,664,664,170,-324,0.3434343434343434,0.3383458646616541,0.9984962406015038,10,24,28,28,4,-20,0.16,0.3448275862068966,0.9655172413793104,16,29,36,36,7,-22,0.23333333333333334,0.43243243243243246,0.972972972972973,8.891704,4.434837,81.843931,44.062137,148,0,0,0.0,0,835,6.148148148148148,0.25925925925925924,0.3333333333333333
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjbglsgwbk27,1,10,24,44,44,20,-4,0.8,0.2222222222222222,0.9777777777777777,49,115,171,171,56,-59,0.4827586206896552,0.28488372093023256,0.9941860465116279,7,10,12,12,2,-8,0.18181818181818182,0.5384615384615384,0.9230769230769231,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,18.81287,12.800192,55.565266,887.197129,251,0,0,0.0,0,229,3.8,0.26666666666666666,0.044444444444444446
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjbid4kouc27,1,12,40,58,58,18,-22,0.43902439024390244,0.2033898305084746,0.9830508474576272,47,123,177,177,54,-69,0.43548387096774194,0.2640449438202247,0.9943820224719101,2,11,16,16,5,-6,0.4166666666666667,0.11764705882352941,0.9411764705882353,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,15.667165,22.270651,135.082404,142.876993,271,0,0,0.0,0,253,3.0,0.2711864406779661,0.03389830508474576
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjbishyock27,1,11,28,49,49,21,-7,0.7241379310344828,0.22,0.98,42,127,209,209,82,-45,0.640625,0.2,0.9952380952380953,0,4,6,6,2,-2,0.4,0.0,0.8571428571428571,1,1,1,1,0,-1,0.0,0.5,0.5,13.20292,13.570387,621.414249,59.818744,132,0,0,0.0,0,265,4.18,0.12,0.02
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjbjeue4t227,1,20,50,77,77,27,-23,0.5294117647058824,0.2564102564102564,0.9871794871794872,57,190,287,287,97,-93,0.5078534031413613,0.19791666666666666,0.9965277777777778,3,5,11,11,6,1,1.0,0.25,0.9166666666666666,0,2,2,2,0,-2,0.0,0.0,0.6666666666666666,23.496382,24.274459,118.370186,461.515367,178,1,0,0.0,0,377,3.6794871794871793,0.14102564102564102,0.02564102564102564
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjbkpyipgc27,1,17,38,56,56,18,-20,0.46153846153846156,0.2982456140350877,0.9824561403508771,47,121,192,192,71,-50,0.5819672131147541,0.24352331606217617,0.9948186528497409,0,5,7,7,2,-3,0.3333333333333333,0.0,0.875,1,1,1,1,0,-1,0.0,0.5,0.5,12.094152,7.007214,314.859419,66.111949,151,0,0,0.0,0,256,3.3684210526315788,0.12280701754385964,0.017543859649122806
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjblwekkoc27,1,10,16,25,25,9,-7,0.5294117647058824,0.38461538461538464,0.9615384615384616,55,146,230,230,84,-62,0.5714285714285714,0.23809523809523808,0.9956709956709957,2,5,10,10,5,0,0.8333333333333334,0.18181818181818182,0.9090909090909091,0,1,1,1,0,-1,0.0,0.0,0.5,11.935184,8.915694,114.803328,597.096331,82,0,0,0.0,0,266,8.846153846153847,0.38461538461538464,0.038461538461538464
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjdne5hocs2b,1,13,40,64,64,24,-16,0.5853658536585366,0.2,0.9846153846153847,85,211,334,334,123,-88,0.5801886792452831,0.2537313432835821,0.9970149253731343,1,3,3,3,0,-3,0.0,0.25,0.75,0,1,1,1,0,-1,0.0,0.0,0.5,11.362891,9.154609,133.774742,393.753682,220,0,0,0.0,0,402,5.138461538461539,0.046153846153846156,0.015384615384615385
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjdodymhos2b,1,28,74,129,129,55,-19,0.7333333333333333,0.2153846153846154,0.9923076923076923,132,320,592,592,272,-48,0.8473520249221184,0.22259696458684655,0.9983136593591906,4,10,24,24,14,4,1.2727272727272727,0.16,0.96,1,3,9,9,6,3,1.5,0.1,0.9,10.095445,8.996478,83.293682,111.316206,159,1,0,0.0,0,754,4.553846153846154,0.18461538461538463,0.06923076923076923
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjdrr2fygc2d,1,13,48,87,87,39,-9,0.7959183673469388,0.14772727272727273,0.9886363636363636,91,281,509,509,228,-53,0.8085106382978723,0.1784313725490196,0.9980392156862745,6,20,39,39,19,-1,0.9047619047619048,0.15,0.975,1,3,4,4,1,-2,0.25,0.2,0.8,27.279028,13.324689,83.200681,192.012708,116,0,0,0.0,0,639,5.784090909090909,0.4431818181818182,0.045454545454545456
at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mjdxjnw2nk2x,1,15,49,76,76,27,-22,0.54,0.19480519480519481,0.987012987012987,71,178,288,288,110,-68,0.6145251396648045,0.24567474048442905,0.9965397923875432,3,9,14,14,5,-4,0.5,0.2,0.9333333333333333,1,2,4,4,2,0,0.6666666666666666,0.2,0.8,34.193051,15.692996,110.694651,164.089079,200,0,0,0.0,0,382,3.74025974025974,0.18181818181818182,0.05194805194805195
at://did:plc:2rrp7amblhg3xoly5n5huiqv/app.bsky.feed.post/3mjbh4pjufk2m,1,20,47,89,89,42,-5,0.875,0.2222222222222222,0.9888888888888889,127,318,614,614,296,-22,0.9278996865203761,0.20650406504065041,0.9983739837398374,1,2,7,7,5,3,1.6666666666666667,0.125,0.875,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,25.896082,9.272839,177.506729,468.993649,0,1,0,0.0,0,712,6.822222222222222,0.07777777777777778,0.022222222222222223
at://did:plc:2rrp7amblhg3xoly5n5huiqv/app.bsky.feed.post/3mjbivbqawk2r,1,17,38,62,62,24,-14,0.6153846153846154,0.2698412698412698,0.9841269841269841,98,209,318,318,109,-100,0.5190476190476191,0.3072100313479624,0.9968652037617555,10,13,22,22,9,-4,0.6428571428571429,0.43478260869565216,0.9565217391304348,3,4,8,8,4,0,0.8,0.3333333333333333,0.8888888888888888,12.799869,11.017684,67.127149,61.305451,170,1,0,0.0,0,410,5.0476190476190474,0.3492063492063492,0.12698412698412698
at://did:plc:2rrp7amblhg3xoly5n5huiqv/app.bsky.feed.post/3mjcmse72zs2p,1,20,54,73,73,19,-35,0.34545454545454546,0.2702702702702703,0.9864864864864865,104,268,390,390,122,-146,0.45353159851301117,0.2659846547314578,0.9974424552429667,7,16,20,20,4,-12,0.23529411764705882,0.3333333333333333,0.9523809523809523,1,7,8,8,1,-6,0.125,0.1111111111111111,0.8888888888888888,15.723139,13.202564,32.757421,193.94857,263,0,0,0.0,0,491,5.27027027027027,0.2702702702702703,0.10810810810810811
at://did:plc:2rrp7amblhg3xoly5n5huiqv/app.bsky.feed.post/3mjcn6wmwtc2p,1,25,45,62,62,17,-28,0.3695652173913043,0.3968253968253968,0.9841269841269841,67,112,161,161,49,-63,0.4336283185840708,0.41358024691358025,0.9938271604938271,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,0,1,1,1,0,-1,0.0,0.0,0.5,10.512234,17.919767,1608.00896,532.42926,80,1,0,0.0,0,226,2.5555555555555554,0.031746031746031744,0.015873015873015872
at://did:plc:2rrp7amblhg3xoly5n5huiqv/app.bsky.feed.post/3mjcvysm6v22k,1,9,19,37,37,18,-1,0.9,0.23684210526315788,0.9736842105263158,46,77,173,173,96,19,1.2307692307692308,0.26436781609195403,0.9942528735632183,1,3,9,9,6,3,1.5,0.1,0.9,0,1,1,1,0,-1,0.0,0.0,0.5,22.492481,15.338189,69.855551,455.909769,290,1,0,0.0,0,220,4.552631578947368,0.23684210526315788,0.02631578947368421
at://did:plc:2rrp7amblhg3xoly5n5huiqv/app.bsky.feed.post/3mjcyzbnjqk2q,1,14,67,109,109,42,-25,0.6176470588235294,0.12727272727272726,0.990909090909091,72,250,452,452,202,-48,0.8047808764940239,0.15894039735099338,0.9977924944812362,10,29,45,45,16,-13,0.5333333333333333,0.21739130434782608,0.9782608695652174,4,15,22,22,7,-8,0.4375,0.17391304347826086,0.9565217391304348,20.204912,8.998387,86.672767,90.769175,282,1,0,0.0,0,628,4.109090909090909,0.4090909090909091,0.2
at://did:plc:2rrp7amblhg3xoly5n5huiqv/app.bsky.feed.post/3mjd6im3ats2e,1,23,52,67,67,15,-37,0.2830188679245283,0.3382352941176471,0.9852941176470589,185,472,627,627,155,-317,0.3276955602536998,0.2945859872611465,0.9984076433121019,5,11,12,12,1,-10,0.08333333333333333,0.38461538461538464,0.9230769230769231,0,3,3,3,0,-3,0.0,0.0,0.75,35.656043,6.290234,46.572203,402.673403,31,1,0,0.0,0,709,9.220588235294118,0.17647058823529413,0.04411764705882353
at://did:plc:2rsc5cbxmjpsfs5ckv7kbx2p/app.bsky.feed.post/3mjbtdxo2ns22,1,11,22,28,28,6,-16,0.2608695652173913,0.3793103448275862,0.9655172413793104,34,68,108,108,40,-28,0.5797101449275363,0.3119266055045872,0.9908256880733946,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,15.205231,13.993643,79.683481,9999.0,2,1,0,0.0,0,138,3.7241379310344827,0.06896551724137931,0.0
at://did:plc:2rsc5cbxmjpsfs5ckv7kbx2p/app.bsky.feed.post/3mjckrzgywc2n,1,5,15,28,28,13,-2,0.8125,0.1724137931034483,0.9655172413793104,41,101,196,196,95,-6,0.9313725490196079,0.20812182741116753,0.9949238578680203,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,110.449838,3.194581,9999.0,9999.0,0,1,0,0.0,0,224,6.758620689655173,0.0,0.0
at://did:plc:2rtmq6qbeaj43c36pqrff4ov/app.bsky.feed.post/3mjbj3gpmws2r,1,0,0,20,20,20,20,20.0,0.0,0.9523809523809523,4,7,106,106,99,92,12.375,0.037383177570093455,0.9906542056074766,0,2,4,4,2,0,0.6666666666666666,0.0,0.8,0,0,0,0,0,0,0.0,0.0,0.0,1223.922051,44.700694,780.223788,9999.0,0,1,0,0.0,0,130,5.0476190476190474,0.19047619047619047,0.0
at://did:plc:2scte7cuu6ifpmadf4vcnm6k/app.bsky.feed.post/3mjbpsd5lnc2f,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,255,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:2senatvpompmth4jg4z2iu53/app.bsky.feed.post/3mjda5snu7c25,1,10,26,43,43,17,-9,0.6296296296296297,0.22727272727272727,0.9772727272727273,35,99,276,276,177,78,1.77,0.1263537906137184,0.9963898916967509,2,2,12,12,10,8,3.3333333333333335,0.15384615384615385,0.9230769230769231,0,1,3,3,2,1,1.0,0.0,0.75,44.362772,5.305752,0.001981,774.703643,295,0,0,0.0,0,334,6.2727272727272725,0.2727272727272727,0.06818181818181818
at://did:plc:2sp7f2rkr6kvnfdasbu25fmr/app.bsky.feed.post/3mjd4ma63is2j,1,8,21,35,35,14,-7,0.6363636363636364,0.2222222222222222,0.9722222222222222,38,85,159,159,74,-11,0.8604651162790697,0.2375,0.99375,3,4,7,7,3,-1,0.6,0.375,0.875,4,12,19,19,7,-5,0.5384615384615384,0.2,0.95,32.516444,20.214754,0.00515,71.104374,175,1,0,0.0,0,220,4.416666666666667,0.19444444444444445,0.5277777777777778
at://did:plc:2swttnibw2v44fsavbv5ly4n/app.bsky.feed.post/3mjd473ib6k2s,1,8,13,19,19,6,-7,0.42857142857142855,0.4,0.95,13,24,43,43,19,-5,0.76,0.29545454545454547,0.9772727272727273,2,4,4,4,0,-4,0.0,0.4,0.8,0,0,0,0,0,0,0.0,0.0,0.0,34.495121,11.350661,110.781645,9999.0,238,1,0,0.0,0,66,2.15,0.2,0.0
at://did:plc:2t7cs2sdhgo65kegdg6umnn5/app.bsky.feed.post/3mjdjrqe4rk2i,1,17,40,62,62,22,-18,0.5365853658536586,0.2698412698412698,0.9841269841269841,80,173,291,291,118,-55,0.6781609195402298,0.273972602739726,0.9965753424657534,0,2,6,6,4,2,1.3333333333333333,0.0,0.8571428571428571,0,0,0,0,0,0,0.0,0.0,0.0,17.199725,5.672548,447.800935,9999.0,50,1,0,0.0,0,359,4.619047619047619,0.09523809523809523,0.0
at://did:plc:2tbozascn6otsbnlupdkbcbl/app.bsky.feed.post/3mjdi2awatc22,1,4,8,20,20,12,4,1.3333333333333333,0.19047619047619047,0.9523809523809523,24,50,110,110,60,10,1.1764705882352942,0.21621621621621623,0.990990990990991,2,2,4,4,2,0,0.6666666666666666,0.4,0.8,0,0,0,0,0,0,0.0,0.0,0.0,4.867148,3.789131,37.587745,9999.0,10,1,0,0.0,0,134,5.238095238095238,0.19047619047619047,0.0
at://did:plc:2tn52lpf75j4uof5gzqlwfnf/app.bsky.feed.post/3mjd2n7vvyk22,1,5,7,9,9,2,-5,0.25,0.5,0.9,15,25,36,36,11,-14,0.4230769230769231,0.40540540540540543,0.972972972972973,0,0,1,1,1,1,1.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,17.282561,14.254796,941.400353,9999.0,57,1,0,0.0,0,46,3.6,0.1,0.0
at://did:plc:2urhomgq5ryteqi6eignthhw/app.bsky.feed.post/3mjcq2ooji22v,1,1,3,15,15,12,9,3.0,0.0625,0.9375,7,24,108,108,84,60,3.36,0.06422018348623854,0.9908256880733946,0,0,6,6,6,6,6.0,0.0,0.8571428571428571,0,0,0,0,0,0,0.0,0.0,0.0,170.285744,12.8992,1037.469096,9999.0,153,0,0,0.0,0,129,6.75,0.375,0.0
at://did:plc:2vsvwoxd3fglup7bd4dmpssj/app.bsky.feed.post/3mjda6veyts2s,1,7,17,29,29,12,-5,0.6666666666666666,0.23333333333333334,0.9666666666666667,27,59,103,103,44,-15,0.7333333333333333,0.25961538461538464,0.9903846153846154,0,0,3,3,3,3,3.0,0.0,0.75,0,0,0,0,0,0,0.0,0.0,0.0,22.501992,11.217287,1486.303762,9999.0,73,1,0,0.0,0,135,3.433333333333333,0.1,0.0
at://did:plc:2w45zyhuklwihpdc7oj3mi63/app.bsky.feed.post/3mjd3vdfyfi2e,1,11,17,25,25,8,-9,0.4444444444444444,0.4230769230769231,0.9615384615384616,33,64,107,107,43,-21,0.6615384615384615,0.3055555555555556,0.9907407407407407,3,6,16,16,10,4,1.4285714285714286,0.17647058823529413,0.9411764705882353,1,4,6,6,2,-2,0.4,0.14285714285714285,0.8571428571428571,27.724912,25.736601,177.108413,165.730537,74,1,0,0.0,0,154,4.115384615384615,0.6153846153846154,0.23076923076923078
at://did:plc:2w45zyhuklwihpdc7oj3mi63/app.bsky.feed.post/3mjf45pgurw2c,1,14,88,221,221,133,45,1.4943820224719102,0.06306306306306306,0.9954954954954955,40,277,724,724,447,170,1.6079136690647482,0.05517241379310345,0.9986206896551724,5,32,74,74,42,10,1.2727272727272727,0.06666666666666667,0.9866666666666667,3,14,30,30,16,2,1.0666666666666667,0.0967741935483871,0.967741935483871,15.677692,13.65341,111.775982,32.459491,98,1,0,0.0,0,1049,3.2612612612612613,0.3333333333333333,0.13513513513513514
at://did:plc:2whlowi5jjjqrdrrj4lxh2lx/app.bsky.feed.post/3mjcggrn4us2r,1,41,104,165,165,61,-43,0.580952380952381,0.2469879518072289,0.9939759036144579,115,276,468,468,192,-84,0.6931407942238267,0.24520255863539445,0.997867803837953,19,44,69,69,25,-19,0.5555555555555556,0.2714285714285714,0.9857142857142858,2,13,25,25,12,-1,0.8571428571428571,0.07692307692307693,0.9615384615384616,35.604054,8.882529,25.039466,123.106129,91,1,0,0.0,0,727,2.819277108433735,0.41566265060240964,0.15060240963855423
at://did:plc:2xisupj43xdq7uvffzigis5p/app.bsky.feed.post/3mjcvjixc532x,1,12,30,54,54,24,-6,0.7741935483870968,0.21818181818181817,0.9818181818181818,29,110,223,223,113,3,1.018018018018018,0.12946428571428573,0.9955357142857143,0,0,1,1,1,1,1.0,0.0,0.5,0,1,1,1,0,-1,0.0,0.0,0.5,20.228054,17.164253,1272.940668,407.647978,294,1,0,0.0,0,279,4.054545454545455,0.01818181818181818,0.01818181818181818
at://did:plc:2y2qzxjfxxymyigsqbk7wxun/app.bsky.feed.post/3mjcawx3rrk2d,1,4,12,15,15,3,-9,0.23076923076923078,0.25,0.9375,9,26,45,45,19,-7,0.7037037037037037,0.1956521739130435,0.9782608695652174,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50.595352,38.695151,9999.0,9999.0,26,1,0,0.0,0,60,2.8125,0.0,0.0
